CONCEPTICON_ID	WORDNET_SYNSET	OPEN_WORDNET_ID	WORDNET_GLOSS	WORDNET_POS	WORDNET_DEFINITION
1917	v01285440	01285440-v	tie//bind	v	fasten or secure with a rope, string, or cord; "They tied their victim to the chair"
1920	v02118242	02118242-v	dream	v	experience while sleeping; "She claims to never dream"; "He dreamt a strange scene"
1921	v01741864	01741864-v	plow//plough//turn	v	to break and turn over earth especially with a plow; "Farmer Jones plowed his east field last week"; "turn the earth in the Spring"
1922	v01981436	01981436-v	land//set ashore//shore	v	arrive on shore; "The ship landed in Pearl Harbor"
1923	a02238462	02238462-a	rough//unsmooth	a	having or caused by an irregular surface; "trees with rough bark"; "rough ground"; "rough skin"; "rough blankets"; "his unsmooth face"
1926	n03845550	03845550-n	ointment//unction//unguent//balm//salve	n	semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation
1927	n12147539	12147539-n	bamboo	n	the hard woody stems of bamboo plants; used in construction and crafts and fishing poles
1928	v02609764	02609764-v	end//stop//finish//terminate//cease	v	have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical; "the bronchioles terminate in a capillary bed"; "Your rights stop where you infringe upon the rights of other"; "My property ends by the bushes"; "The symphony ends in a pianissimo"
1929	v00607114	00607114-v	study//hit the books	v	learn by reading books; "He is studying geology in his room"; "I have an exam next week; I must hit the books now"
1931	n15094824	15094824-n	beeswax	n	a yellow to brown wax secreted by honeybees to build honeycombs
1932	v00672433	00672433-v	estimate//gauge//approximate//guess//judge	v	judge tentatively or form an estimate of (quantities or time); "I estimate this chicken to weigh three pounds"
1934	n09847010	09847010-n	beggar//mendicant	n	a pauper who lives by begging
1936	n02430045	02430045-n	deer//cervid	n	distinguished from Bovidae by the male's having solid deciduous antlers
1937	r00109151	00109151-r	there//at that place//in that location	r	in or at that place; "they have lived there for years"; "it's not there"; "that man there"
1938	n03386011	03386011-n	fortress//fort	n	a fortified defensive structure
1939	v00889947	00889947-v	swear	v	promise solemnly; take an oath
1940	n10150071	10150071-n	guard	n	a person who keeps watch over something or someone
1941	n10622053	10622053-n	soldier	n	an enlisted man or woman who serves in an army; "the soldiers stood at attention"
1942	r00409709	00409709-r	near//nigh//close	r	near in time or place or relationship; "as the wedding day drew near"; "stood near the door"; "don't shoot until they come near"; "getting near to the true explanation"; "her mother is always near"; "The end draws nigh"; "the bullet didn't come close"; "don't get too close to the fire"
1944	n09505418	09505418-n	deity//divinity//god//immortal	n	any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force
1945	n03560161	03560161-n	idol//graven image//god	n	a material effigy that is worshipped; "thou shalt not make unto thee any graven image"; "money was his god"
1948	n04140064	04140064-n	saw	n	hand tool having a toothed blade for cutting
1950	n12260799	12260799-n	beech//beech tree	n	any of several large deciduous trees with rounded spreading crowns and smooth grey bark and small sweet edible triangular nuts enclosed in burs; north temperate regions
1957	n14199477	14199477-n	goiter//goitre//struma//thyromegaly	n	abnormally enlarged thyroid gland; can result from underproduction or overproduction of hormone or from a deficiency of iodine in the diet
1958	a01493897	01493897-a	green//unripe//unripened//immature	a	not fully developed or mature; not ripe; "unripe fruit"; "fried green tomatoes"; "green wood"
1959	a00619433	00619433-a	raw	a	not treated with heat to prepare it for eating
1961	n03814906	03814906-n	necklace	n	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)
1963	r00048739	00048739-r	immediately//instantly//straightaway//straight off//directly//now//right away//at once//forthwith//like a shot	r	without delay or hesitation; with no time intervening; "he answered immediately"; "found an answer straightaway"; "an official accused of dishonesty should be suspended forthwith"; "Come here now!"
1964	r00157967	00157967-r	alone//solo//unaccompanied	r	without anybody else or anything else; "the child stayed home alone"; "the pillar stood alone, supporting nothing"; "he flew solo"
1966	n07959943	07959943-n	bunch//clump//cluster//clustering	n	a grouping of a number of similar things; "a bunch of trees"; "a cluster of admirers"
1967	n08266849	08266849-n	calendar	n	a tabular array of the days (usually for one year)
1970	n02951358	02951358-n	canoe	n	small and light boat; pointed at both ends; propelled with a paddle
1971	n03320046	03320046-n	fan	n	a device for creating a current of air by movement of a surface or surfaces
1972	n02416820	02416820-n	kid	n	young goat
1973	n09542339	09542339-n	devil//fiend//demon//daemon//daimon	n	an evil supernatural being
1974	n01786402	01786402-n	Diplopoda//class Diplopoda//Myriapoda//class Myriapoda	n	arthropods having the body composed of numerous double somites each with two pairs of legs: millipedes
1977	n14834132	14834132-n	dew	n	water that has condensed on a cool surface overnight from water vapor in the air; "in the morning the grass was wet with dew"
1979	n03020692	03020692-n	chisel	n	an edge tool with a flat steel blade with a cutting edge
1981	n10780506	10780506-n	widower//widowman	n	a man whose wife is dead especially one who has not remarried
1982	n07433145	07433145-n	whirlpool//vortex//maelstrom	n	a powerful circular current of water (usually the result of conflicting tides)
1983	v00017031	00017031-v	snore//saw wood//saw logs	v	breathe noisily during one's sleep; "she complained that her husband snores"
1986	n14070360	14070360-n	disease	n	an impairment of health or a condition of abnormal functioning
1989	n01887896	01887896-n	calf	n	young of domestic cattle
1990	v00149583	00149583-v	become//go//get	v	enter or assume a certain state or condition; "He became annoyed when he heard the bad news"; "It must be getting more serious"; "her face went red with anger"; "She went into ecstasy"; "Get going!"
1991	n05534333	05534333-n	intestine//bowel//gut	n	the part of the alimentary canal between the stomach and the anus
1992	a01556355	01556355-a	more	a	(comparative of `many' used with count nouns) quantifier meaning greater in number; "a hall with more seats"; "we have no more bananas"; "more than one"
1994	n05274105	05274105-n	clavicle//collarbone	n	bone linking the scapula and sternum
1997	v02280132	02280132-v	conserve//preserve//maintain//keep up	v	keep in safety and protect from harm, decay, loss, or destruction; "We preserve these archeological findings"; "The old lady could not keep up the building"; "children must be taught to conserve our national heritage"; "The museum curator conserved the ancient manuscripts"
2001	v01362736	01362736-v	paint	v	apply paint to; coat with paint; "We painted the rooms yellow"
2002	n03214253	03214253-n	ditch	n	a long narrow excavation in the earth
2003	v02066939	02066939-v	run//flow//feed//course	v	move along, of liquids; "Water flowed into the cave"; "the Missouri feeds into the Mississippi"
2004	v01280014	01280014-v	flex//bend//deform//twist//turn	v	cause (a plastic object) to assume a crooked or angular form; "bend the rod"; "twist the dough into a braid"; "the strong man could turn an iron bar"
2007	n11519121	11519121-n	thunderbolt//bolt//bolt of lightning	n	a discharge of lightning accompanied by thunder
2008	v02551144	02551144-v	rescue//deliver	v	free from harm or evil
2009	n02084071	02084071-n	dog//domestic dog//Canis familiaris	n	a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; "the dog barked all night"
2012	n03068181	03068181-n	collar//neckband	n	a band that fits around the neck and is usually folded over
2013	n02776205	02776205-n	bait//decoy//lure	n	something used to lure fish or other animals into danger so they can be trapped or killed
2014	v01970826	01970826-v	descend//fall//go down//come down	v	move downward and lower, but not necessarily all the way; "The temperature is going down"; "The barometer is falling"; "The curtain fell on the diva"; "Her hand went up and then fell again"
2017	v00184117	00184117-v	mix//mix in	v	add as an additional element or part; "mix water into the drink"
2018	a00029933	00029933-a	avaricious//covetous//grabby//grasping//greedy//prehensile	a	immoderately desirous of acquiring e.g. wealth; "they are avaricious and will do anything for money"; "casting covetous eyes on his neighbor's fields"; "a grasping old miser"; "grasping commercialism"; "greedy for money and power"; "grew richer and greedier"; "prehensile employers stingy with raises for their employees"
2019	n03482252	03482252-n	hammock//sack	n	a hanging bed of canvas or rope netting (usually suspended between two trees); swings easily
2020	n10437852	10437852-n	plaintiff//complainant	n	a person who brings an action in a court of law
2021	v01216004	01216004-v	grasp//hold on	v	hold firmly
2022	v00817311	00817311-v	admit//acknowledge	v	declare to be true or admit the existence or reality or truth of; "He admitted his errors"; "She acknowledged that she might have forgotten"
2023	n08182379	08182379-n	crowd	n	a large number of things or people considered together; "a crowd of insects assembled around the flowers"
2024	n05907682	05907682-n	plot//secret plan//game	n	a secret scheme to do something (especially something underhand or illegal); "they concocted a plot to discredit the governor"; "I saw through his little game from the start"
2118	n09303008	09303008-n	hill	n	a local and well-defined elevation of the land; "they loved to roam the hills of West Virginia"
2125	n09416076	09416076-n	rock//stone	n	a lump or mass of hard consolidated mineral matter; "he threw a rock at me"
2130	n02954340	02954340-n	cap	n	a tight-fitting headdress
2131	n04456115	04456115-n	torch	n	a light usually carried in the hand; consists of some flammable substance
2132	n04158250	04158250-n	scythe	n	an edge tool for cutting grass; has a long handle that must be held with both hands and a curved blade that moves parallel to the ground
